Trước Sau,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
1. Doanh thu bán hàng và cung cấp dịch vụ,,,,,,,,,,,2340992888565.0,2494476474935.0,2533980659630.0,2335383170181.0,2159465524410.0,1861903326428.0,1478153512839.0,,,
2. Các khoản giảm trừ doanh thu,,,,,,,,,,,691153099.0,2876312490.0,3458771361.0,3327313640.0,1791741254.0,4731536813.0,2318694498.0,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),,,,,,,,,,,2340301735466.0,2491600162445.0,2530521888269.0,2332055856541.0,2157673783156.0,1857171789615.0,1475834818341.0,,,
4. Giá vốn hàng bán,,,,,,,,,,,2035825456390.0,2157780121959.0,2252695400375.0,2066973489504.0,1938899921767.0,1646277042111.0,1247944245139.0,,,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),,,,,,,,,,,304476279076.0,333820040486.0,277826487894.0,265082367037.0,218773861389.0,210894747504.0,227890573202.0,,,
6. Doanh thu hoạt động tài chính,,,,,,,,,,,8755498250.0,17718683171.0,11559796969.0,9334689479.0,15955699330.0,21361421332.0,27694504332.0,,,
7. Chi phí tài chính,,,,,,,,,,,56262252631.0,39877269692.0,32170424107.0,41690560517.0,36856836678.0,38894644207.0,31974703480.0,,,
- Trong đó: Chi phí lãi vay,,,,,,,,,,,30546778401.0,28986122524.0,30101247264.0,33081469621.0,35645832197.0,37276293692.0,29854572858.0,,,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,1347713591.0,1487994434.0,176881005.0,1340387359.0,1664158390.0,312370100.0,-5888566437.0,,,
9. Chi phí bán hàng,,,,,,,,,,,36798461097.0,57759166989.0,52246926665.0,23758306006.0,22035669025.0,17549375353.0,13411625584.0,,,
10. Chi phí quản lý doanh nghiệp,,,,,,,,,,,134165399672.0,111649699260.0,100293971599.0,85407069691.0,74021254600.0,80293686565.0,108154942776.0,,,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},,,,,,,,,,,87353377517.0,143740582150.0,104851843497.0,124901507661.0,103479958806.0,95830832811.0,96155239257.0,,,
12. Thu nhập khác,,,,,,,,,,,106060850.0,10202195411.0,8126287788.0,4292733115.0,8917051208.0,917134363.0,16544239280.0,,,
13. Chi phí khác,,,,,,,,,,,2497231677.0,4362348823.0,70082674.0,1397984049.0,227727853.0,1891918663.0,700016555.0,,,
14. Lợi nhuận khác(40=31-32),,,,,,,,,,,-2391170827.0,5839846588.0,8056205114.0,2894749066.0,8689323355.0,-974784300.0,15844222725.0,,,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),,,,,,,,,,,84962206690.0,149580428738.0,112908048611.0,127796256727.0,112169282161.0,94856048511.0,111999461982.0,,,
16. Chi phí thuế TNDN hiện hành,,,,,,,,,,,23212182275.0,30781500680.0,22584058365.0,26150672579.0,21776832400.0,20256984763.0,23411048950.0,,,
17. Chi phí thuế TNDN hoãn lại,,,,,,,,,,,55249416.0,,,-848784932.0,584815361.0,-928194869.0,737435889.0,,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),,,,,,,,,,,61694774999.0,118798928058.0,90323990246.0,102494369080.0,89807634400.0,75527258617.0,87850977143.0,,,
19. Lợi nhuận sau thuế công ty mẹ,,,,,,,,,,,56927430048.0,110780777254.0,86966712846.0,96737773471.0,85271005479.0,72040280742.0,84611190961.0,,,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,,,,,,,,,,,4767344951.0,8018150804.0,3357277400.0,5756595609.0,4536628921.0,3486977875.0,3239786182.0,,,
21. Lãi cơ bản trên cổ phiếu(*),,,,,,,,,,,2232.0,5120.0,3727.0,4146.0,3684.0,3096.0,4365.0,,,
22. Lãi suy giảm trên cổ phiếu (*),,,,,,,,,,,,,,,,,,,,
