Trước Sau,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016,2017.0,2021.0
Doanh thu phí bảo hiểm gốc,,,,,416121564203.0,,1084284313216.0,1663194286589.0,1478443828460.0,1690945395335.0,,2904970301052,3287790703687.0,
Thu phí bảo hiểm gốc,,,,,,,,,,1718211337762.0,,3096474612452,3206371714043.0,
Thu phí nhận tái bảo hiểm,,,,,352317903.0,,67440766102.0,89582865405.0,97901515041.0,98008578242.0,,129700247181,143631384852.0,
Tăng (giảm) dự phòng phí,,,,,,,,,,125274520669.0,,321204558581,62212395208.0,
Chuyển phí nhượng tái bảo hiểm,,,,,352317903.0,,206699824143.0,509509159202.0,259799149388.0,292901568559.0,,648905890917,874320789457.0,
Tổng phí nhượng tái bảo hiểm,,,,,77982784152.0,,7720796269.0,9989532234.0,7448326622.0,323468515979.0,,682607113937,1068492024874.0,
Tăng(giảm) dự phòng phí,,,,,1607716893.0,,7435958228.0,16024183637.0,14592354855.0,30566947420.0,,33701223020,194171235417.0,
Doanh thu phí bảo hểm thuần,,,,,53962204000.0,,,,,1398043826776.0,,2256064410135,2413469914230.0,
Hoa hồng nhượng tái bảo hiểm và doanh thu khác hoạt động kinh doanh bảo hiểm,,,,,,,,,,43407906203.0,,286322766596,368515533532.0,
Thu hoa hồng nhượng tái bảo hiểm,,,,,,,48559071129.0,66128174319.0,67482408759.0,42662734117.0,,210158962292,237115495348.0,
Thu khác hoạt động kinh doanh bảo hiểm,,,,,,,4182491100.0,3642646732.0,575366374.0,745172086.0,,76163804304,131400038184.0,
Doanh thu thuần hoạt động kinh doanh bảo hiểm,,,,,,,285036693436.0,334686568440.0,213205967073.0,1441451732979.0,1892918244050.0,2542387176731,2781985447762.0,
Doanh thu thuần bán hàng và cung cấp dịch vụ khác,,,,,107685527549.0,,509763382438.0,555597501169.0,564485677368.0,104514107547.0,61515635030.0,106823115305,114488016246.0,
Chi bồi thường,,,,,-738034187.0,,32325529875.0,38343015853.0,53631324889.0,694705306205.0,,1208404100462,1683410889298.0,
Tổng chi bồi thường,,,,,,,,,,701977423712.0,,1220933094388,1709178004193.0,
Các khoản giảm trừ,,,,,1607716893.0,,7435958228.0,16024183637.0,14592354855.0,30566947420.0,,33701223020,194171235417.0,
Thu bồi thường nhượng tái bảo hiểm,,,,,,,195105377600.0,54084321714.0,54474960065.0,149700205905.0,,235547984309,423122583392.0,
Tăng(giảm) dự phòng bồi thường bảo hểm gốc và nhận bảo hiểm,,,,,,,281330253.0,2093187985.0,163548473.0,154618254188.0,,195985190112,18537842421.0,
Tăng (giảm) dự phòng bồi thường nhượng tái bảo hiểm,,,,,,,,,,73287579012.0,,1749643567,78204297357.0,
Tổng chị bồi thường bảo hiểm,,,,,,,,,,626335775476.0,,1167091662698,1200621850970.0,
Chi khác hoạt động kinh doanh bảo hiểm,,,,,16309151259.0,,138398636469.0,201416408083.0,217639269180.0,431200833975.0,,856856205049,1005263113556.0,
Chi hoa hồng bảo hiểm,,,,,17338019542.0,,121280868895.0,180015456766.0,193986398782.0,113311511465.0,,277947672582,332656891735.0,
Chi phí khác hoạt động kinh doanh bảo hiểm,,,,,,,285036693436.0,334686568440.0,213205967073.0,1441451732979.0,1892918244050.0,2542387176731,2781985447762.0,
Tổng chi trực tiếp hoạt động kinh doanh bảo hiểm,,,,,,,443430063432.0,678913297059.0,793434095822.0,1072464123451.0,1495709968101.0,2049383545204,2228700074666.0,
